Destination ID,Country,apiSku,Product SKU,Plan Name,Data Allowanance,Validity Days,VOICE MIN,DATA,SMS,VALIDITY,BaseCost,markup,finalPrice,currency,Note / QR Code Expiry,status
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA1G-10,eSIM-EUA1G-10,"Holiday eSIM 2 Europe A
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,10 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,10 days,3.7,3.7,7.4,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA1G-15,eSIM-EUA1G-15,"Holiday eSIM 2 Europe A
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,15 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,15 days,5.44,5.44,10.88,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA1G-20,eSIM-EUA1G-20,"Holiday eSIM 2 Europe A
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,20 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,20 days,7.05,7.05,14.1,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA1G-30,eSIM-EUA1G-30,"Holiday eSIM 2 Europe A
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,30 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,30 days,10.38,10.38,20.76,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-01,eSIM-EUA2G-01,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,1 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1,1,2,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-03,eSIM-EUA2G-03,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,3 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,3 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-05,eSIM-EUA2G-05,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,5 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,5 days,3.46,3.46,6.92,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-07,eSIM-EUA2G-07,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,7 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,7 days,4.69,4.69,9.38,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-10,eSIM-EUA2G-10,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,10 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,10 days,6.55,6.55,13.1,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-15,eSIM-EUA2G-15,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,15 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,15 days,9.52,9.52,19.04,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-20,eSIM-EUA2G-20,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,20 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,20 days,12.62,12.62,25.24,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA2G-30,eSIM-EUA2G-30,"Holiday eSIM 2 Europe A 
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,30 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,30 days,18.8,18.8,37.6,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-01,eSIM-EUA3G-01,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,1 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1.25,1.25,2.5,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-03,eSIM-EUA3G-03,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,3 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,3 days,2.84,2.84,5.68,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-05,eSIM-EUA3G-05,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,5 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,5 days,4.57,4.57,9.14,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-07,eSIM-EUA3G-07,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,7 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,7 days,6.18,6.18,12.36,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-10,eSIM-EUA3G-10,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,10 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,10 days,8.77,8.77,17.54,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-15,eSIM-EUA3G-15,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,15 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,15 days,12.86,12.86,25.72,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-20,eSIM-EUA3G-20,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,20 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,20 days,17.07,17.07,34.14,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUA3G-30,eSIM-EUA3G-30,"Holiday eSIM 2 Europe A 
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,30 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,30 days,25.48,25.48,50.96,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-01,eSIM-EUAMAX-01,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,1 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,1 days,1.63,1.63,3.26,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-03,eSIM-EUAMAX-03,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,3 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,3 days,4.07,4.07,8.14,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-05,eSIM-EUAMAX-05,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,5 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,5 days,6.55,6.55,13.1,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-07,eSIM-EUAMAX-07,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,7 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,7 days,8.9,8.9,17.8,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-10,eSIM-EUAMAX-10,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,10 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,10 days,12.62,12.62,25.24,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-15,eSIM-EUAMAX-15,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,15 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,15 days,18.8,18.8,37.6,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-20,eSIM-EUAMAX-20,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,20 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,20 days,24.86,24.86,49.72,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAMAX-30,eSIM-EUAMAX-30,"Holiday eSIM 2 Europe A
(MAX)",1GB Daily with high speed + FUP 5 Mbps,30 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,30 days,37.11,37.11,74.22,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT3G-03,eSIM-EUAT3G-03,"Holiday eSIM 2 Europe A
(Total 3GB)",3GB Total with high speed + FUP 128 Kbps,3 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,3 days,1.58,1.58,3.16,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT3G-05,eSIM-EUAT3G-05,"Holiday eSIM 2 Europe A
(Total 3GB)",3GB Total with high speed + FUP 128 Kbps,5 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,5 days,1.7,1.7,3.4,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT3G-07,eSIM-EUAT3G-07,"Holiday eSIM 2 Europe A
(Total 3GB)",3GB Total with high speed + FUP 128 Kbps,7 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,7 days,1.84,1.84,3.68,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT3G-10,eSIM-EUAT3G-10,"Holiday eSIM 2 Europe A
(Total 3GB)",3GB Total with high speed + FUP 128 Kbps,10 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,10 days,1.97,1.97,3.94,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT3G-15,eSIM-EUAT3G-15,"Holiday eSIM 2 Europe A
(Total 3GB)",3GB Total with high speed + FUP 128 Kbps,15 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,15 days,2.09,2.09,4.18,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT3G-30,eSIM-EUAT3G-30,"Holiday eSIM 2 Europe A
(Total 3GB)",3GB Total with high speed + FUP 128 Kbps,30 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,30 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT5G-03,eSIM-EUAT5G-03,"Holiday eSIM 2 Europe A
(Total 5GB)",5GB Total with high speed + FUP 128 Kbps,3 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,3 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT5G-05,eSIM-EUAT5G-05,"Holiday eSIM 2 Europe A
(Total 5GB)",5GB Total with high speed + FUP 128 Kbps,5 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,5 days,2.35,2.35,4.7,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT5G-07,eSIM-EUAT5G-07,"Holiday eSIM 2 Europe A
(Total 5GB)",5GB Total with high speed + FUP 128 Kbps,7 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,7 days,2.46,2.46,4.92,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT5G-10,eSIM-EUAT5G-10,"Holiday eSIM 2 Europe A
(Total 5GB)",5GB Total with high speed + FUP 128 Kbps,10 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,10 days,2.59,2.59,5.18,GBP,QR Code Expiry: 180 days,active
,"Croatia, Slovenia, Cyprus, Ireland, Liechtenstein, Malta, Denmark, Italy, Sweden, Austria, Belgium, Bulgaria, the Czech Republic, Estonia, Finland, the French West Indies, Germany, Gibraltar, Greece, Hungary, Iceland, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Portugal, Reunion, Romania, Slovakia, Spain, the United Kingdom",eSIM-EUAT5G-15,eSIM-EUAT5G-15,"Holiday eSIM 2 Europe A
(Total 5GB)",5GB Total with high speed + FUP 128 Kbps,15 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,15 days,2.71,2.71,5.42,GBP,QR Code Expiry: 180 days,active
